,ticker,nome,data,abertura,maximo,minimo,medio,fechamento
177,ibov,IBovespa,2023-12-19,131088.0,132047.0,131086.0,0.0,131851.0
178,ibov,IBovespa,2023-12-20,131851.0,132341.0,130710.0,0.0,130804.0
179,ibov,IBovespa,2023-12-21,130826.0,132277.0,130822.0,0.0,132182.0
180,ibov,IBovespa,2023-12-22,132553.0,133035.0,132094.0,0.0,132753.0
181,ibov,IBovespa,2023-12-26,132753.0,133645.0,132753.0,0.0,133533.0
182,ibov,IBovespa,2023-12-27,133523.0,134195.0,133328.0,0.0,134194.0
183,ibov,IBovespa,2023-12-28,134194.0,134392.0,133832.0,0.0,134185.0
184,ibov,IBovespa,2024-01-02,134186.0,134195.0,132095.0,0.0,132697.0
185,ibov,IBovespa,2024-01-03,132697.0,133576.0,132250.0,0.0,132834.0
186,ibov,IBovespa,2024-01-04,132831.0,132885.0,131024.0,0.0,131226.0
187,ibov,IBovespa,2024-01-05,131218.0,132635.0,130579.0,0.0,132023.0
188,ibov,IBovespa,2024-01-08,132023.0,132498.0,131015.0,0.0,132427.0
189,ibov,IBovespa,2024-01-09,132424.0,132426.0,131203.0,0.0,131447.0
190,ibov,IBovespa,2024-01-10,131447.0,131628.0,130438.0,0.0,130841.0
191,ibov,IBovespa,2024-01-11,130841.0,131308.0,129898.0,0.0,130649.0
192,ibov,IBovespa,2024-01-12,130652.0,131927.0,130410.0,0.0,130988.0
193,ibov,IBovespa,2024-01-15,130988.0,131606.0,130253.0,0.0,131521.0
194,ibov,IBovespa,2024-01-16,131515.0,131517.0,129147.0,0.0,129294.0
195,ibov,IBovespa,2024-01-17,129293.0,129296.0,128312.0,0.0,128524.0
196,ibov,IBovespa,2024-01-18,128524.0,129047.0,127316.0,0.0,127316.0
197,ibov,IBovespa,2024-01-19,127319.0,127820.0,126533.0,0.0,127636.0
198,ibov,IBovespa,2024-01-22,127636.0,127843.0,125876.0,0.0,126602.0
199,ibov,IBovespa,2024-01-23,126612.0,128331.0,126612.0,0.0,128263.0
200,ibov,IBovespa,2024-01-24,128275.0,129446.0,127680.0,0.0,127816.0
201,ibov,IBovespa,2024-01-25,127815.0,128697.0,127803.0,0.0,128169.0
202,ibov,IBovespa,2024-01-26,128196.0,129252.0,127869.0,0.0,128967.0
203,ibov,IBovespa,2024-01-29,128970.0,129068.0,127853.0,0.0,128503.0
204,ibov,IBovespa,2024-01-30,128492.0,128492.0,127105.0,0.0,127402.0
205,ibov,IBovespa,2024-01-31,127402.0,129558.0,127326.0,0.0,127752.0
206,ibov,IBovespa,2024-02-01,127752.0,128481.0,127284.0,0.0,128481.0
207,ibov,IBovespa,2024-02-02,128471.0,128878.0,126628.0,0.0,127182.0
208,ibov,IBovespa,2024-02-05,127182.0,127834.0,126443.0,0.0,127593.0
209,ibov,IBovespa,2024-02-06,127593.0,130417.0,127593.0,0.0,130416.0
210,ibov,IBovespa,2024-02-07,130412.0,130552.0,129518.0,0.0,129608.0
211,ibov,IBovespa,2024-02-08,129950.0,130126.0,127912.0,0.0,128217.0
212,ibov,IBovespa,2024-02-09,128216.0,128896.0,127579.0,0.0,128026.0
213,ibov,IBovespa,2024-02-14,128026.0,128026.0,126663.0,0.0,127018.0
214,ibov,IBovespa,2024-02-15,127018.0,127824.0,126932.0,0.0,127804.0
215,ibov,IBovespa,2024-02-16,127809.0,129069.0,127653.0,0.0,128726.0
216,ibov,IBovespa,2024-02-19,128720.0,129036.0,128097.0,0.0,129036.0
217,ibov,IBovespa,2024-02-20,129033.0,129916.0,128326.0,0.0,129916.0
218,ibov,IBovespa,2024-02-21,129916.0,130034.0,129359.0,0.0,130032.0
219,ibov,IBovespa,2024-02-22,130035.0,130829.0,129971.0,0.0,130241.0
220,ibov,IBovespa,2024-02-23,130240.0,130624.0,129077.0,0.0,129419.0
221,ibov,IBovespa,2024-02-26,129417.0,129978.0,129077.0,0.0,129609.0
222,ibov,IBovespa,2024-02-27,129613.0,131696.0,129613.0,0.0,131689.0
223,ibov,IBovespa,2024-02-28,131685.0,131685.0,129771.0,0.0,130155.0
224,ibov,IBovespa,2024-02-29,130155.0,130155.0,128669.0,0.0,129020.0
225,ibov,IBovespa,2024-03-01,129026.0,129716.0,128717.0,0.0,129180.0
226,ibov,IBovespa,2024-03-04,129176.0,129307.0,128278.0,0.0,128341.0
227,ibov,IBovespa,2024-03-05,128336.0,128989.0,127823.0,0.0,128098.0
228,ibov,IBovespa,2024-03-06,128099.0,129323.0,128099.0,0.0,128890.0
229,ibov,IBovespa,2024-03-07,128890.0,129188.0,128033.0,0.0,128340.0
230,ibov,IBovespa,2024-03-08,128335.0,128338.0,125802.0,0.0,127071.0
231,ibov,IBovespa,2024-03-11,127068.0,127068.0,126065.0,0.0,126124.0
232,ibov,IBovespa,2024-03-12,126124.0,128039.0,126121.0,0.0,127668.0
233,ibov,IBovespa,2024-03-13,127668.0,128530.0,127439.0,0.0,128006.0
234,ibov,IBovespa,2024-03-14,127992.0,128256.0,127192.0,0.0,127690.0
235,ibov,IBovespa,2024-03-15,127682.0,127957.0,126502.0,0.0,126742.0
236,ibov,IBovespa,2024-03-18,126758.0,127540.0,126272.0,0.0,126954.0
237,ibov,IBovespa,2024-03-19,126955.0,128000.0,126955.0,0.0,127529.0
238,ibov,IBovespa,2024-03-20,127534.0,129210.0,127349.0,0.0,129125.0
239,ibov,IBovespa,2024-03-21,129125.0,129556.0,128093.0,0.0,128159.0
240,ibov,IBovespa,2024-03-22,128159.0,128159.0,126879.0,0.0,127027.0
241,ibov,IBovespa,2024-03-25,127027.0,127224.0,126750.0,0.0,126931.0
242,ibov,IBovespa,2024-03-26,126931.0,127193.0,126591.0,0.0,126863.0
243,ibov,IBovespa,2024-03-27,126863.0,127756.0,126223.0,0.0,127691.0
244,ibov,IBovespa,2024-03-28,127689.0,128364.0,127270.0,0.0,128106.0
245,ibov,IBovespa,2024-04-01,128106.0,128659.0,126772.0,0.0,126990.0
