,ticker,nome,data,abertura,maximo,minimo,medio,fechamento
0,ibov,IBovespa,2023-04-04,101505.0,103056.0,101505.0,0.0,101869.0
1,ibov,IBovespa,2023-04-05,101869.0,101960.0,99898.0,0.0,100978.0
2,ibov,IBovespa,2023-04-06,100978.0,101628.0,100443.0,0.0,100822.0
3,ibov,IBovespa,2023-04-10,100822.0,102196.0,100819.0,0.0,101847.0
4,ibov,IBovespa,2023-04-11,101849.0,106455.0,101848.0,0.0,106214.0
5,ibov,IBovespa,2023-04-12,106218.0,108277.0,106217.0,0.0,106890.0
6,ibov,IBovespa,2023-04-13,106890.0,107037.0,106220.0,0.0,106458.0
7,ibov,IBovespa,2023-04-14,106458.0,106701.0,104934.0,0.0,106279.0
8,ibov,IBovespa,2023-04-17,106279.0,106830.0,105623.0,0.0,106016.0
9,ibov,IBovespa,2023-04-18,106023.0,106475.0,105122.0,0.0,106163.0
10,ibov,IBovespa,2023-04-19,106149.0,106149.0,103604.0,0.0,103913.0
11,ibov,IBovespa,2023-04-20,103913.0,104615.0,103087.0,0.0,104367.0
12,ibov,IBovespa,2023-04-24,104367.0,104822.0,103247.0,0.0,103947.0
13,ibov,IBovespa,2023-04-25,103947.0,103947.0,102633.0,0.0,103220.0
14,ibov,IBovespa,2023-04-26,103220.0,103668.0,102233.0,0.0,102312.0
15,ibov,IBovespa,2023-04-27,102310.0,103177.0,101975.0,0.0,102923.0
16,ibov,IBovespa,2023-04-28,102923.0,104432.0,102449.0,0.0,104432.0
17,ibov,IBovespa,2023-05-02,104431.0,104447.0,101569.0,0.0,101927.0
18,ibov,IBovespa,2023-05-03,101927.0,102331.0,101433.0,0.0,101797.0
19,ibov,IBovespa,2023-05-04,101798.0,103321.0,101063.0,0.0,102174.0
20,ibov,IBovespa,2023-05-05,102175.0,105306.0,102175.0,0.0,105148.0
21,ibov,IBovespa,2023-05-08,105161.0,106716.0,105161.0,0.0,106042.0
22,ibov,IBovespa,2023-05-09,106028.0,107731.0,105549.0,0.0,107114.0
23,ibov,IBovespa,2023-05-10,107114.0,107744.0,106538.0,0.0,107448.0
24,ibov,IBovespa,2023-05-11,107446.0,108667.0,106419.0,0.0,108256.0
25,ibov,IBovespa,2023-05-12,108256.0,108817.0,107497.0,0.0,108464.0
26,ibov,IBovespa,2023-05-15,108469.0,109271.0,108356.0,0.0,109029.0
27,ibov,IBovespa,2023-05-16,109029.0,110151.0,108085.0,0.0,108194.0
28,ibov,IBovespa,2023-05-17,108194.0,109774.0,108188.0,0.0,109460.0
29,ibov,IBovespa,2023-05-18,109459.0,110206.0,108864.0,0.0,110108.0
30,ibov,IBovespa,2023-05-19,110113.0,111211.0,109787.0,0.0,110745.0
31,ibov,IBovespa,2023-05-22,110745.0,111643.0,110178.0,0.0,110213.0
32,ibov,IBovespa,2023-05-23,110213.0,111325.0,109713.0,0.0,109929.0
33,ibov,IBovespa,2023-05-24,109920.0,109920.0,108546.0,0.0,108800.0
34,ibov,IBovespa,2023-05-25,108800.0,111115.0,108800.0,0.0,110054.0
35,ibov,IBovespa,2023-05-26,110058.0,111706.0,109900.0,0.0,110906.0
36,ibov,IBovespa,2023-05-29,110906.0,111168.0,110195.0,0.0,110333.0
37,ibov,IBovespa,2023-05-30,110333.0,111291.0,108552.0,0.0,108967.0
38,ibov,IBovespa,2023-05-31,108967.0,109137.0,108193.0,0.0,108335.0
39,ibov,IBovespa,2023-06-01,108339.0,110745.0,108335.0,0.0,110565.0
40,ibov,IBovespa,2023-06-02,110568.0,113070.0,110567.0,0.0,112558.0
41,ibov,IBovespa,2023-06-05,112558.0,113071.0,111736.0,0.0,112696.0
42,ibov,IBovespa,2023-06-06,112697.0,114783.0,112696.0,0.0,114610.0
43,ibov,IBovespa,2023-06-07,114610.0,115978.0,114610.0,0.0,115488.0
44,ibov,IBovespa,2023-06-09,115489.0,117603.0,115489.0,0.0,117019.0
45,ibov,IBovespa,2023-06-12,117022.0,117735.0,116704.0,0.0,117336.0
46,ibov,IBovespa,2023-06-13,117337.0,117924.0,116363.0,0.0,116743.0
47,ibov,IBovespa,2023-06-14,116753.0,119085.0,116745.0,0.0,119069.0
48,ibov,IBovespa,2023-06-15,119068.0,119686.0,118693.0,0.0,119221.0
49,ibov,IBovespa,2023-06-16,119208.0,119555.0,118487.0,0.0,118758.0
50,ibov,IBovespa,2023-06-19,118757.0,119939.0,118558.0,0.0,119858.0
51,ibov,IBovespa,2023-06-20,119858.0,119858.0,118416.0,0.0,119622.0
52,ibov,IBovespa,2023-06-21,119623.0,120519.0,119332.0,0.0,120420.0
53,ibov,IBovespa,2023-06-22,120420.0,120420.0,118018.0,0.0,118934.0
54,ibov,IBovespa,2023-06-23,118959.0,119386.0,118178.0,0.0,118977.0
55,ibov,IBovespa,2023-06-26,118977.0,119148.0,117491.0,0.0,118243.0
56,ibov,IBovespa,2023-06-27,118246.0,119212.0,116561.0,0.0,117523.0
57,ibov,IBovespa,2023-06-28,117524.0,117937.0,116560.0,0.0,116681.0
58,ibov,IBovespa,2023-06-29,116683.0,118623.0,116683.0,0.0,118383.0
59,ibov,IBovespa,2023-06-30,118388.0,119447.0,118087.0,0.0,118087.0
60,ibov,IBovespa,2023-07-03,118092.0,119877.0,118092.0,0.0,119673.0
61,ibov,IBovespa,2023-07-04,119673.0,119678.0,118830.0,0.0,119076.0
62,ibov,IBovespa,2023-07-05,119072.0,120200.0,118688.0,0.0,119549.0
63,ibov,IBovespa,2023-07-06,119548.0,119548.0,117096.0,0.0,117426.0
64,ibov,IBovespa,2023-07-07,117427.0,119549.0,117427.0,0.0,118898.0
65,ibov,IBovespa,2023-07-10,118897.0,118897.0,117814.0,0.0,117942.0
66,ibov,IBovespa,2023-07-11,117942.0,117942.0,115704.0,0.0,117220.0
67,ibov,IBovespa,2023-07-12,117557.0,119156.0,117557.0,0.0,117666.0
68,ibov,IBovespa,2023-07-13,117671.0,119739.0,117668.0,0.0,119264.0
69,ibov,IBovespa,2023-07-14,119268.0,119329.0,117526.0,0.0,117711.0
70,ibov,IBovespa,2023-07-17,117711.0,118302.0,116591.0,0.0,118219.0
71,ibov,IBovespa,2023-07-18,118218.0,118732.0,117324.0,0.0,117841.0
72,ibov,IBovespa,2023-07-19,117842.0,118011.0,116660.0,0.0,117552.0
73,ibov,IBovespa,2023-07-20,117558.0,118290.0,117484.0,0.0,118083.0
74,ibov,IBovespa,2023-07-21,118090.0,120373.0,118086.0,0.0,120217.0
75,ibov,IBovespa,2023-07-24,120220.0,121772.0,120099.0,0.0,121342.0
76,ibov,IBovespa,2023-07-25,121344.0,123010.0,121344.0,0.0,122008.0
77,ibov,IBovespa,2023-07-26,122003.0,122747.0,121370.0,0.0,122560.0
78,ibov,IBovespa,2023-07-27,122560.0,122599.0,119825.0,0.0,119990.0
79,ibov,IBovespa,2023-07-28,120002.0,120660.0,119706.0,0.0,120187.0
80,ibov,IBovespa,2023-07-31,120188.0,122149.0,120188.0,0.0,121943.0
81,ibov,IBovespa,2023-08-01,121945.0,121945.0,120154.0,0.0,121248.0
82,ibov,IBovespa,2023-08-02,121249.0,121252.0,119798.0,0.0,120859.0
83,ibov,IBovespa,2023-08-03,120859.0,122619.0,120365.0,0.0,120586.0
84,ibov,IBovespa,2023-08-04,120586.0,121442.0,119215.0,0.0,119508.0
85,ibov,IBovespa,2023-08-07,119509.0,120104.0,118894.0,0.0,119380.0
86,ibov,IBovespa,2023-08-08,119378.0,119553.0,117492.0,0.0,119090.0
87,ibov,IBovespa,2023-08-09,119090.0,119090.0,117901.0,0.0,118409.0
88,ibov,IBovespa,2023-08-10,118412.0,119438.0,118113.0,0.0,118350.0
89,ibov,IBovespa,2023-08-11,118350.0,119054.0,117415.0,0.0,118065.0
90,ibov,IBovespa,2023-08-14,118067.0,118082.0,116530.0,0.0,116810.0
91,ibov,IBovespa,2023-08-15,116809.0,117697.0,116033.0,0.0,116171.0
92,ibov,IBovespa,2023-08-16,116171.0,117338.0,115534.0,0.0,115592.0
93,ibov,IBovespa,2023-08-17,115592.0,116610.0,114859.0,0.0,114982.0
94,ibov,IBovespa,2023-08-18,114973.0,115729.0,114423.0,0.0,115409.0
95,ibov,IBovespa,2023-08-21,115404.0,115425.0,114067.0,0.0,114429.0
96,ibov,IBovespa,2023-08-22,114433.0,116286.0,114433.0,0.0,116156.0
97,ibov,IBovespa,2023-08-23,116160.0,118135.0,116159.0,0.0,118135.0
98,ibov,IBovespa,2023-08-24,118135.0,118136.0,116848.0,0.0,117026.0
99,ibov,IBovespa,2023-08-25,117025.0,117252.0,115397.0,0.0,115837.0
100,ibov,IBovespa,2023-08-28,115838.0,117253.0,115836.0,0.0,117121.0
101,ibov,IBovespa,2023-08-29,117124.0,118493.0,117124.0,0.0,118404.0
102,ibov,IBovespa,2023-08-30,118404.0,118841.0,117471.0,0.0,117535.0
103,ibov,IBovespa,2023-08-31,117537.0,117637.0,115742.0,0.0,115742.0
104,ibov,IBovespa,2023-09-01,115744.0,117991.0,115744.0,0.0,117893.0
105,ibov,IBovespa,2023-09-04,117893.0,118576.0,117590.0,0.0,117777.0
106,ibov,IBovespa,2023-09-05,117776.0,117957.0,116637.0,0.0,117331.0
107,ibov,IBovespa,2023-09-06,117331.0,117971.0,115984.0,0.0,115985.0
108,ibov,IBovespa,2023-09-08,115979.0,115979.0,114839.0,0.0,115313.0
109,ibov,IBovespa,2023-09-11,115316.0,117131.0,115316.0,0.0,116883.0
110,ibov,IBovespa,2023-09-12,116885.0,118154.0,116885.0,0.0,117968.0
111,ibov,IBovespa,2023-09-13,117968.0,119318.0,117722.0,0.0,118176.0
112,ibov,IBovespa,2023-09-14,118181.0,119748.0,118181.0,0.0,119392.0
113,ibov,IBovespa,2023-09-15,119393.0,119780.0,118666.0,0.0,118758.0
114,ibov,IBovespa,2023-09-18,118759.0,119486.0,118123.0,0.0,118288.0
115,ibov,IBovespa,2023-09-19,118293.0,118458.0,117628.0,0.0,117846.0
116,ibov,IBovespa,2023-09-20,117864.0,119616.0,117847.0,0.0,118695.0
117,ibov,IBovespa,2023-09-21,118695.0,118695.0,116013.0,0.0,116145.0
118,ibov,IBovespa,2023-09-22,116147.0,116968.0,115855.0,0.0,116009.0
119,ibov,IBovespa,2023-09-25,116009.0,116031.0,115573.0,0.0,115925.0
120,ibov,IBovespa,2023-09-26,115922.0,115922.0,114162.0,0.0,114193.0
121,ibov,IBovespa,2023-09-27,114194.0,115340.0,113366.0,0.0,114327.0
122,ibov,IBovespa,2023-09-28,114875.0,115954.0,114811.0,0.0,115731.0
123,ibov,IBovespa,2023-09-29,115742.0,116899.0,115742.0,0.0,116565.0
124,ibov,IBovespa,2023-10-02,116565.0,116672.0,114761.0,0.0,115057.0
125,ibov,IBovespa,2023-10-03,115055.0,115056.0,113151.0,0.0,113419.0
126,ibov,IBovespa,2023-10-04,113430.0,114075.0,113036.0,0.0,113607.0
127,ibov,IBovespa,2023-10-05,113609.0,114359.0,112705.0,0.0,113284.0
128,ibov,IBovespa,2023-10-06,113283.0,114491.0,111599.0,0.0,114170.0
129,ibov,IBovespa,2023-10-09,114169.0,115219.0,113448.0,0.0,115156.0
130,ibov,IBovespa,2023-10-10,115158.0,116900.0,115158.0,0.0,116737.0
131,ibov,IBovespa,2023-10-11,116737.0,117099.0,116231.0,0.0,117051.0
132,ibov,IBovespa,2023-10-13,117050.0,117070.0,115658.0,0.0,115754.0
133,ibov,IBovespa,2023-10-16,115760.0,116905.0,115760.0,0.0,116534.0
134,ibov,IBovespa,2023-10-17,116526.0,116917.0,115564.0,0.0,115908.0
135,ibov,IBovespa,2023-10-18,115907.0,115907.0,113952.0,0.0,114060.0
136,ibov,IBovespa,2023-10-19,114059.0,115063.0,113768.0,0.0,114004.0
137,ibov,IBovespa,2023-10-20,113996.0,114090.0,112533.0,0.0,113155.0
138,ibov,IBovespa,2023-10-23,113145.0,113680.0,112164.0,0.0,112785.0
139,ibov,IBovespa,2023-10-24,112814.0,114249.0,112814.0,0.0,113762.0
140,ibov,IBovespa,2023-10-25,113762.0,114319.0,112680.0,0.0,112830.0
141,ibov,IBovespa,2023-10-26,112840.0,114886.0,112840.0,0.0,114777.0
142,ibov,IBovespa,2023-10-27,114777.0,115342.0,112953.0,0.0,113301.0
143,ibov,IBovespa,2023-10-30,113303.0,114204.0,112309.0,0.0,112532.0
144,ibov,IBovespa,2023-10-31,112534.0,113597.0,112098.0,0.0,113144.0
145,ibov,IBovespa,2023-11-01,113157.0,115433.0,113157.0,0.0,115053.0
146,ibov,IBovespa,2023-11-03,115062.0,118502.0,115062.0,0.0,118160.0
147,ibov,IBovespa,2023-11-06,118160.0,118758.0,118045.0,0.0,118487.0
148,ibov,IBovespa,2023-11-07,118422.0,119577.0,118026.0,0.0,119268.0
149,ibov,IBovespa,2023-11-08,119268.0,119976.0,118464.0,0.0,119099.0
150,ibov,IBovespa,2023-11-09,119180.0,120257.0,118446.0,0.0,119012.0
151,ibov,IBovespa,2023-11-10,119036.0,120823.0,119036.0,0.0,120636.0
152,ibov,IBovespa,2023-11-13,120561.0,120606.0,119878.0,0.0,120376.0
153,ibov,IBovespa,2023-11-14,120411.0,123370.0,120411.0,0.0,123328.0
154,ibov,IBovespa,2023-11-16,123165.0,124737.0,123165.0,0.0,124576.0
155,ibov,IBovespa,2023-11-17,124639.0,125431.0,124547.0,0.0,125062.0
156,ibov,IBovespa,2023-11-20,124773.0,126162.0,124773.0,0.0,126095.0
157,ibov,IBovespa,2023-11-21,125957.0,125957.0,125060.0,0.0,125607.0
158,ibov,IBovespa,2023-11-22,125626.0,126875.0,125439.0,0.0,126035.0
159,ibov,IBovespa,2023-11-23,126035.0,126760.0,125764.0,0.0,126576.0
160,ibov,IBovespa,2023-11-24,126553.0,126553.0,125341.0,0.0,125542.0
161,ibov,IBovespa,2023-11-27,125517.0,125826.0,124840.0,0.0,125683.0
162,ibov,IBovespa,2023-11-28,125726.0,126916.0,125388.0,0.0,126538.0
163,ibov,IBovespa,2023-11-29,126541.0,127388.0,126018.0,0.0,126101.0
164,ibov,IBovespa,2023-11-30,126168.0,127399.0,126168.0,0.0,127331.0
165,ibov,IBovespa,2023-12-01,127331.0,128165.0,126656.0,0.0,128103.0
166,ibov,IBovespa,2023-12-04,128183.0,128183.0,126643.0,0.0,126803.0
167,ibov,IBovespa,2023-12-05,126802.0,127489.0,126491.0,0.0,126903.0
168,ibov,IBovespa,2023-12-06,126907.0,127538.0,125614.0,0.0,125623.0
169,ibov,IBovespa,2023-12-07,125623.0,126581.0,125566.0,0.0,126010.0
170,ibov,IBovespa,2023-12-08,126010.0,127289.0,125562.0,0.0,127094.0
171,ibov,IBovespa,2023-12-11,127093.0,127154.0,126526.0,0.0,126916.0
172,ibov,IBovespa,2023-12-12,126923.0,127359.0,126013.0,0.0,126403.0
173,ibov,IBovespa,2023-12-13,126406.0,129793.0,126299.0,0.0,129465.0
174,ibov,IBovespa,2023-12-14,129469.0,131260.0,129469.0,0.0,130842.0
175,ibov,IBovespa,2023-12-15,130842.0,131661.0,129884.0,0.0,130197.0
176,ibov,IBovespa,2023-12-18,130202.0,131447.0,130198.0,0.0,131084.0
