,ticker,data,abertura,maximo,minimo,medio,fechamento,volume
1268,UNIP6,2023-07-11,70.28259278,70.8929875,68.983324,70.10819428,70.8929875,13998651.0
1269,UNIP6,2023-07-12,71.15458524,71.93937846,68.25085033,69.94251572,68.25085033,23711389.0
1270,UNIP6,2023-07-13,68.49500822,70.38723188,68.49500822,69.36700068,69.40188039,18242282.0
1271,UNIP6,2023-07-14,69.46291985,70.04715482,68.60836724,69.29724129,69.07052325,16792900.0
1272,UNIP6,2023-07-17,69.24492175,69.74195746,68.37292928,69.06180333,69.16644243,15388686.0
1273,UNIP6,2023-07-18,69.40188039,69.40188039,68.57348755,68.87868491,68.79148567,18239223.0
1274,UNIP6,2023-07-19,68.80020559,69.04436347,67.84101387,68.17237101,67.93693305,12133643.0
1275,UNIP6,2023-07-20,67.94565297,68.4514086,66.53302517,67.33525825,66.89926201,14511339.0
1276,UNIP6,2023-07-21,66.53302517,67.63173568,66.45454585,67.2131793,67.30037854,36517384.0
1277,UNIP6,2023-07-24,66.55918495,68.4514086,66.55918495,68.05901199,68.39036913,10255831.0
1278,UNIP6,2023-07-25,68.46012853,68.88740483,67.64917553,68.00669244,68.01541236,19108455.0
1279,UNIP6,2023-07-26,67.6753353,69.45419994,67.6753353,68.80892552,68.93100445,9746328.0
1280,UNIP6,2023-07-27,69.49779956,69.73323753,67.64045561,68.51244807,67.64045561,9891979.0
1281,UNIP6,2023-07-28,68.05901199,68.74788604,66.82078269,67.37013794,67.60557591,12168754.0
1282,UNIP6,2023-07-31,67.91077327,70.57907022,67.90205334,70.03843489,70.57907022,19093792.0
1283,UNIP6,2023-08-01,70.57907022,71.50338223,69.56755896,70.31747247,70.28259278,15145222.0
1284,UNIP6,2023-08-02,70.28259278,70.93658714,69.89019617,70.4308315,70.66626946,8610247.0
1285,UNIP6,2023-08-03,70.93658714,72.15737659,70.09947437,71.30282397,71.54698186,22350327.0
1286,UNIP6,2023-08-04,71.50338223,71.93937846,70.16051384,71.34642358,71.25050441,13338218.0
1287,UNIP6,2023-08-07,71.25922434,71.44234276,70.16051384,70.49187097,70.18667361,13283502.0
1288,UNIP6,2023-08-08,69.92507587,70.16923376,68.4862883,69.71579767,69.7593973,11961578.0
1289,UNIP6,2023-08-09,69.7593973,70.61394992,68.97460408,69.77683715,69.69835783,14732738.0
1290,UNIP6,2023-08-10,69.74195746,70.18667361,68.69556649,69.49779956,69.23620182,13183154.0
1291,UNIP6,2023-08-11,68.75660596,68.97460408,66.93414171,67.59685598,67.52709659,18737603.0
1292,UNIP6,2023-08-14,67.8497338,67.92821312,65.84415112,66.42838608,66.30630714,17887505.0
1293,UNIP6,2023-08-15,65.94879022,67.50965674,65.91391053,66.84694247,66.82950262,14159596.0
1294,UNIP6,2023-08-16,67.91077327,68.71300635,67.13469998,67.96309282,67.83229395,14185781.0
1295,UNIP6,2023-08-17,67.83229395,67.99797251,65.46919437,66.12318871,65.75695188,21188464.0
1296,UNIP6,2023-08-18,65.46047445,67.78869433,64.85879964,66.55918495,66.62022442,15548792.0
1297,UNIP6,2023-08-21,67.1085402,67.72765485,66.29758721,66.72486351,66.64638419,31696967.0
1298,UNIP6,2023-08-22,66.88182216,69.32340107,66.87310223,68.52988791,68.64324694,19073890.0
1299,UNIP6,2023-08-23,68.64324694,70.26515293,68.15493116,69.48907964,68.87868491,17779750.0
1300,UNIP6,2023-08-24,69.92507587,70.17795369,69.21876197,69.71579767,69.32340107,17310939.0
1301,UNIP6,2023-08-25,69.32340107,70.09947437,68.79148567,69.2274819,68.80892552,11059219.0
1302,UNIP6,2023-08-28,68.89612476,69.82043677,68.75660596,69.21876197,68.80892552,12462861.0
1303,UNIP6,2023-08-29,68.983324,69.94251572,68.80892552,69.46291985,69.87275632,13821871.0
1304,UNIP6,2023-08-30,69.90763602,70.81450818,68.84380521,69.73323753,69.29724129,15531517.0
1305,UNIP6,2023-08-31,69.34084092,69.76811722,67.22189922,68.32060973,67.40501763,15944907.0
1306,UNIP6,2023-09-01,68.0241323,69.44548001,67.66661538,68.77404581,69.44548001,22919823.0
1307,UNIP6,2023-09-04,69.44548001,70.36979203,68.3816492,69.1577225,68.64324694,14474913.0
1308,UNIP6,2023-09-05,68.51244807,70.10819428,68.18109094,69.32340107,69.75067738,12330793.0
1309,UNIP6,2023-09-06,69.89891609,70.51803075,69.17516234,69.62859843,69.65475821,10884835.0
1310,UNIP6,2023-09-08,69.64603829,70.01227511,69.07052325,69.65475821,69.55883903,10911651.0
1311,UNIP6,2023-09-11,69.89891609,71.32898374,69.58499881,70.51803075,70.35235217,19004505.0
1312,UNIP6,2023-09-12,70.3610721,71.78241981,70.3610721,71.35514351,71.13714539,19468404.0
1313,UNIP6,2023-09-13,70.81450818,72.55849312,70.80578826,71.7388202,71.23306457,17919368.0
1314,UNIP6,2023-09-14,71.50338223,72.76777131,71.50338223,72.340495,72.48873372,20078179.0
1315,UNIP6,2023-09-15,72.50617357,73.06424874,72.10505703,72.60209274,72.53233334,18127673.0
1316,UNIP6,2023-09-18,72.89857019,73.22120739,71.66034088,72.60209274,72.57593297,15313141.0
1317,UNIP6,2023-09-19,72.64569237,73.91008143,72.40153448,72.58465289,72.40153448,68388410.0
1318,UNIP6,2023-09-20,72.26201568,73.85776189,72.2009762,72.80265101,72.74161154,22200706.0
1319,UNIP6,2023-09-21,71.84345929,72.46257395,71.067386,71.81729952,71.6690608,24222393.0
1320,UNIP6,2023-09-22,72.28817545,72.54977319,71.45978261,71.95681832,71.67778072,12980446.0
1321,UNIP6,2023-09-25,71.82601944,72.07017734,69.49779956,70.28259278,70.26515293,12534186.0
1322,UNIP6,2023-09-26,70.08203452,70.08203452,68.72172627,69.41932024,69.45419994,12706926.0
1323,UNIP6,2023-09-27,69.44548001,70.84066796,68.36420936,69.06180333,69.11412288,13330997.0
1324,UNIP6,2023-09-28,69.11412288,70.55291044,68.87868491,69.8291567,69.87275632,8633527.0
1325,UNIP6,2023-09-29,70.66626946,71.76497997,69.96867549,70.70114916,70.65754953,14424850.0
1326,UNIP6,2023-10-02,70.62266984,70.62266984,69.01820371,69.41932024,69.0879631,8574282.0
1327,UNIP6,2023-10-03,68.58220747,69.14900258,68.01541236,68.50372815,68.71300635,12209517.0
1328,UNIP6,2023-10-04,68.88740483,69.49779956,68.01541236,68.71300635,68.75660596,7778349.0
1329,UNIP6,2023-10-05,68.80020559,69.30596122,67.16957968,67.86717365,68.04157214,16330240.0
1330,UNIP6,2023-10-06,67.83229395,68.09389168,66.29758721,67.59685598,67.65789545,14388960.0
1331,UNIP6,2023-10-09,67.64917553,68.49500822,66.93414171,67.56197628,68.49500822,8477355.0
1332,UNIP6,2023-10-10,68.59092739,69.75067738,68.06773192,69.00948378,69.50651949,11998763.0
1333,UNIP6,2023-10-11,69.50651949,70.19539354,69.12284279,69.57627888,69.43676009,7309292.0
1334,UNIP6,2023-10-13,69.7593973,69.7593973,67.20445937,67.69277515,67.68405524,17034121.0
1335,UNIP6,2023-10-16,67.84101387,68.35548942,66.98646125,67.48349696,67.43989735,12321589.0
1336,UNIP6,2023-10-17,67.43989735,67.43989735,66.50686541,66.88182216,67.03006088,9756733.0
1337,UNIP6,2023-10-18,66.88182216,67.03006088,63.69904966,64.51872258,64.33560416,27591668.0
1338,UNIP6,2023-10-19,64.37920378,64.85007972,63.2892132,63.95192747,63.3589726,16112816.0
1339,UNIP6,2023-10-20,63.04505531,63.47233161,61.85914556,62.53057975,62.90553652,16638921.0
1340,UNIP6,2023-10-23,62.00738427,64.10888612,61.70218691,63.15841434,63.40257223,10720400.0
1341,UNIP6,2023-10-24,64.04784665,65.0942376,63.20201395,63.84728838,63.66416996,18767979.0
1342,UNIP6,2023-10-25,63.3589726,63.97808725,62.08586359,62.81833727,62.84449704,14848025.0
1343,UNIP6,2023-10-26,62.85321697,63.72520943,62.12946323,62.73113802,62.38234103,13388140.0
1344,UNIP6,2023-10-27,62.617779,63.23689366,61.78066624,62.37362112,61.78066624,11567619.0
1345,UNIP6,2023-10-30,61.92018503,62.45210043,60.99587301,61.78066624,62.07714367,15723579.0
1346,UNIP6,2023-10-31,62.21666247,62.76601772,61.3097903,62.07714367,62.0161042,12601642.0
1347,UNIP6,2023-11-01,62.0161042,62.76601772,61.56266812,62.17306284,62.74857787,12984260.0
1348,UNIP6,2023-11-03,63.20201395,64.20480529,62.37362112,63.55081094,63.61185041,17418814.0
1349,UNIP6,2023-11-06,63.72520943,64.52744251,62.67009855,63.21073388,62.79217749,11431734.0
1350,UNIP6,2023-11-07,62.79217749,64.50128272,62.63521885,63.72520943,64.2484049,9829360.0
1351,UNIP6,2023-11-08,64.2484049,65.07679776,63.4984914,64.13504589,63.60313049,8539596.0
1352,UNIP6,2023-11-09,63.60313049,64.69312107,63.14969441,63.9606474,63.68160981,9529328.0
1353,UNIP6,2023-11-10,63.28049327,64.92855904,63.28049327,64.13504589,64.21352521,9451752.0
1354,UNIP6,2023-11-13,64.36176393,64.79776017,63.76008913,64.44896318,64.71928085,5979759.0
1355,UNIP6,2023-11-14,64.72800077,66.61150449,64.31816431,65.93135037,66.16678834,16991654.0
1356,UNIP6,2023-11-16,66.16678834,66.78590299,65.32095565,66.15806842,66.20166804,15395093.0
1357,UNIP6,2023-11-17,66.27142743,66.87310223,64.90239926,65.94879022,66.34990676,17017904.0
1358,UNIP6,2023-11-20,66.44582593,67.00390111,66.07086917,66.55046502,66.5766248,9708120.0
1359,UNIP6,2023-11-21,66.27142743,66.68126389,64.53616243,65.67847255,66.05342932,19945027.0
1360,UNIP6,2023-11-22,66.27142743,67.26549885,65.71335226,66.23654774,65.89647068,15032815.0
1361,UNIP6,2023-11-23,65.9051906,66.18422819,65.17271693,65.65231279,66.18422819,9186209.0
1362,UNIP6,2023-11-24,65.74823196,66.27142743,64.30072446,65.12039738,64.30072446,14332910.0
1363,UNIP6,2023-11-27,64.26584476,64.64080152,63.82984853,64.18736545,63.89960793,10217218.0
1364,UNIP6,2023-11-28,63.89960793,65.55639362,63.82984853,65.07679776,65.43431466,8321985.0
1365,UNIP6,2023-11-29,65.44303459,66.42838608,65.163997,65.75695188,65.55639362,10550413.0
1366,UNIP6,2023-11-30,66.41094624,66.41094624,64.10016619,64.87623949,64.71056092,25194842.0
1367,UNIP6,2023-12-01,64.71928085,65.80055151,64.27456469,65.18143684,65.48663421,16289100.0
1368,UNIP6,2023-12-04,65.47791429,65.73951203,64.06528649,64.55360227,64.06528649,20190544.0
1369,UNIP6,2023-12-05,64.06528649,64.95471881,63.96936732,64.43152334,64.57976205,10862898.0
1370,UNIP6,2023-12-06,64.44024326,64.93727896,62.26898201,63.25433351,62.39978089,23353329.0
1371,UNIP6,2023-12-07,62.67881847,63.30665305,61.5190685,62.10330344,61.5190685,14722023.0
1372,UNIP6,2023-12-08,62.0161042,63.36769252,61.42314932,62.54801961,63.21073388,11377177.0
1373,UNIP6,2023-12-11,63.21073388,64.27456469,62.97529591,63.69904966,63.37641244,8489434.0
1374,UNIP6,2023-12-12,63.37641244,64.03912672,62.53057975,63.42873199,63.51593124,10394817.0
1375,UNIP6,2023-12-13,63.77752898,65.15527708,63.43745192,64.55360227,65.11167746,24166429.0
1376,UNIP6,2023-12-14,65.42559474,67.80613417,65.42559474,66.90798194,66.4719857,23988585.0
1377,UNIP6,2023-12-15,67.30909847,68.3467695,66.78590299,67.63173568,67.79741425,21075136.0
1378,UNIP6,2023-12-18,68.13749131,68.95716423,67.89333342,68.43396874,68.31188981,18476349.0
1379,UNIP6,2023-12-19,68.31746473,68.41534076,67.0361786,67.43658052,67.20523719,15962169.0
1380,UNIP6,2023-12-20,67.21413501,67.74800423,66.81373309,67.29421539,67.12515681,7888660.0
1381,UNIP6,2023-12-21,67.73910641,67.89036936,67.15185027,67.53445655,67.76579988,8380439.0
1382,UNIP6,2023-12-22,67.50776309,68.20179307,67.15185027,67.72131077,67.57894565,8014606.0
1383,UNIP6,2023-12-26,67.57004783,68.15730397,67.08956552,67.7746977,68.09501923,13064365.0
1384,UNIP6,2023-12-27,68.14840615,68.41534076,67.48996745,67.88147154,68.06832577,13328236.0
1385,UNIP6,2023-12-28,67.97934756,68.22848653,67.19633937,67.72131077,68.14840615,16303978.0
1386,UNIP6,2024-01-02,68.05942795,68.31746473,66.92940476,67.40988706,67.10736116,20109214.0
1387,UNIP6,2024-01-03,67.0361786,67.74800423,66.92940476,67.45437617,67.40098924,9021938.0
1388,UNIP6,2024-01-04,67.40988706,67.48996745,65.38118402,66.19978349,65.91505324,17322174.0
1389,UNIP6,2024-01-05,65.91505324,66.55569631,65.39897966,65.82607503,65.82607503,9684373.0
1390,UNIP6,2024-01-08,65.80827939,66.96499604,65.22992107,66.32435298,66.61798105,6388638.0
1391,UNIP6,2024-01-09,66.38663772,66.57349195,65.58583388,65.86166631,65.78158593,6958301.0
1392,UNIP6,2024-01-10,65.77268811,65.77268811,64.82951915,65.30110363,65.48795786,8278460.0
1393,UNIP6,2024-01-11,65.45236658,65.84387067,65.04306685,65.4167753,65.71040337,6602558.0
1394,UNIP6,2024-01-12,65.71040337,67.87257372,65.62142517,66.52010502,65.64811863,10654028.0
1395,UNIP6,2024-01-15,65.64811863,66.2887617,65.31889928,65.72819901,65.76379029,5090055.0
1396,UNIP6,2024-01-16,65.42567312,65.76379029,65.16763633,65.38118402,65.20322761,8237867.0
1397,UNIP6,2024-01-17,65.20322761,65.62142517,64.50919762,64.85621261,64.9807821,12734576.0
1398,UNIP6,2024-01-18,64.87400825,65.05196467,63.67280251,64.26005865,64.57148236,10854827.0
1399,UNIP6,2024-01-19,64.57148236,64.936293,63.55713084,64.34903685,64.47360634,11023036.0
1400,UNIP6,2024-01-22,64.16218263,64.37573031,63.27240059,63.71729161,63.50374392,11537771.0
1401,UNIP6,2024-01-23,64.14438699,64.26895647,63.37917443,63.81516764,63.81516764,11957354.0
1402,UNIP6,2024-01-24,63.9308393,64.68715403,63.70839379,64.15328481,64.12659135,12539121.0
1403,UNIP6,2024-01-25,64.19777391,64.27785429,63.26350277,63.67280251,63.46815264,10748997.0
1404,UNIP6,2024-01-26,63.46815264,63.60161994,62.99656816,63.28129841,63.39697007,12717424.0
1405,UNIP6,2024-01-29,63.39697007,63.39697007,62.36482292,62.82750957,63.08554636,10662207.0
1406,UNIP6,2024-01-30,63.08554636,63.22791149,62.51608586,62.75632701,62.72963355,10601240.0
1407,UNIP6,2024-01-31,62.72963355,63.36137879,62.40931202,62.84530521,62.54277932,14507446.0
1408,UNIP6,2024-02-01,62.77412265,62.80971393,61.617406,62.08899048,62.23135561,17502208.0
1409,UNIP6,2024-02-02,62.22245778,62.68514445,61.53732562,61.91993189,61.53732562,12825967.0
1410,UNIP6,2024-02-05,61.66189511,62.24915125,61.23479973,61.58181472,61.66189511,10624331.0
1411,UNIP6,2024-02-06,61.69748639,62.54277932,61.55512126,61.964421,61.5729169,13254189.0
1412,UNIP6,2024-02-07,61.5729169,62.48049458,61.51952998,62.11568394,62.28474253,13391107.0
1413,UNIP6,2024-02-08,61.964421,62.20466214,61.05684332,61.37716486,61.12802589,11590004.0
1414,UNIP6,2024-02-09,61.27928883,61.51063216,59.68657898,60.36281333,59.68657898,12829409.0
1415,UNIP6,2024-02-14,59.70437462,59.87343322,58.54765797,59.01034464,58.9480599,9710601.0
1416,UNIP6,2024-02-15,58.93916208,60.5229741,58.93026426,59.91792232,60.44289372,7791870.0
1417,UNIP6,2024-02-16,60.45179154,61.11023025,59.97130924,60.6564414,60.74541961,6735956.0
1418,UNIP6,2024-02-19,60.86109127,61.00345639,59.5620095,59.93571796,59.5620095,8548817.0
1419,UNIP6,2024-02-20,59.5620095,61.0924346,59.42854219,60.45179154,61.0924346,9790332.0
1420,UNIP6,2024-02-21,60.96786511,61.59071254,59.89122886,60.33611987,59.98020706,14079385.0
1421,UNIP6,2024-02-22,60.00690052,61.18141281,60.00690052,60.79880653,61.18141281,5828667.0
1422,UNIP6,2024-02-23,61.19031063,61.5729169,59.33956399,59.80225065,59.33956399,11378882.0
1423,UNIP6,2024-02-26,59.35735963,60.22044821,59.19719887,59.6954768,59.52641822,7615435.0
1424,UNIP6,2024-02-27,59.43744001,60.67423704,59.43744001,60.19375475,60.22044821,7949711.0
1425,UNIP6,2024-02-28,60.13147001,60.93227383,59.83784194,60.46958718,59.94461578,7931666.0
1426,UNIP6,2024-02-29,59.85563758,60.16706129,58.87687733,59.16160758,58.87687733,13092543.0
1427,UNIP6,2024-03-01,58.992549,59.61539642,58.87687733,59.19719887,59.49082694,10598587.0
1428,UNIP6,2024-03-04,59.6064986,60.27383513,59.0815272,59.41964437,59.1260163,11233311.0
1429,UNIP6,2024-03-05,59.1260163,59.57980514,58.92136644,59.14381194,59.0370381,9398966.0
1430,UNIP6,2024-03-06,59.26838143,60.06918526,58.88577516,59.40184873,58.88577516,10041444.0
1431,UNIP6,2024-03-07,59.0815272,59.52641822,58.67222747,58.98365118,59.34846181,8744433.0
1432,UNIP6,2024-03-08,59.35735963,60.22044821,59.04593592,59.62429424,59.53531604,9904083.0
1433,UNIP6,2024-03-11,59.38405309,59.66878334,58.98365118,59.27727925,59.36625745,9240530.0
1434,UNIP6,2024-03-12,59.36625745,59.87343322,58.87687733,59.21499451,59.07262938,8837944.0
1435,UNIP6,2024-03-13,59.09042502,59.37515527,58.57435144,58.98365118,59.33956399,15333880.0
1436,UNIP6,2024-03-14,59.5620095,59.5620095,57.62228466,58.04938004,58.11166478,19957235.0
1437,UNIP6,2024-03-15,58.19174516,60.54966756,56.91045903,59.34846181,59.64208988,99393263.0
1438,UNIP6,2024-03-18,59.88233104,61.91103407,59.88233104,61.07463896,60.77211307,16638661.0
1439,UNIP6,2024-03-19,60.77211307,62.28474253,60.77211307,61.41275614,62.28474253,21976195.0
1440,UNIP6,2024-03-20,61.82867718,62.71051539,60.46500984,61.74685714,62.22868626,13197366.0
1441,UNIP6,2024-03-21,62.31959742,62.49232861,61.13775239,61.76503937,61.13775239,9016515.0
1442,UNIP6,2024-03-22,61.19229908,61.6650371,60.93774785,61.32866582,61.50139701,7575811.0
1443,UNIP6,2024-03-25,61.48321478,61.48321478,60.18318525,60.61046769,60.18318525,6440804.0
1444,UNIP6,2024-03-26,60.2104586,61.07411458,60.0922741,60.53773876,60.60137657,6306698.0
1445,UNIP6,2024-03-27,60.75592554,61.58321706,60.40137203,61.21048132,61.54685259,9433709.0
1446,UNIP6,2024-03-28,61.54685259,61.81049495,60.55592099,60.9104745,60.6195588,11530821.0
1447,UNIP6,2024-04-01,60.69228773,61.22866355,60.10136521,60.40137203,60.13772968,11116041.0
1448,TASA4,2023-04-04,14.71702146,14.90501261,14.54693423,14.69016558,14.56483814,8467376.0
1449,TASA4,2023-04-05,14.63645383,14.71702146,14.17095193,14.43055875,14.41265484,10653511.0
1450,TASA4,2023-04-06,14.41265484,14.57379011,14.03667254,14.26942348,14.03667254,9256169.0
1451,TASA4,2023-04-10,14.06352842,14.72597342,14.06352842,14.51112639,14.53798228,8815885.0
1452,TASA4,2023-04-11,14.56483814,15.0840518,14.56483814,14.82444498,14.77073322,10583353.0
1453,TASA4,2023-04-12,14.77968518,15.25413903,14.59169403,14.96767633,15.05719593,15596699.0
1454,TASA4,2023-04-13,15.07509984,15.54955369,14.94082045,15.25413903,15.09300376,10333710.0
1455,TASA4,2023-04-14,14.99453221,15.53164978,14.96767633,15.37946647,15.37051451,12162557.0
1456,TASA4,2023-04-17,15.39737039,15.84496836,15.29889883,15.60326546,15.56745762,15324989.0
1457,TASA4,2023-04-18,15.58536153,15.71068896,15.02138809,15.27204296,15.09300376,10470270.0
1458,TASA4,2023-04-19,15.0840518,15.0840518,14.45741464,14.69016558,14.57379011,13108495.0
1459,TASA4,2023-04-20,14.72597342,14.72597342,14.35894308,14.54693423,14.64540578,7027303.0
1460,TASA4,2023-04-24,14.67226167,15.28099492,14.60959795,15.02138809,15.07509984,11761130.0
1461,TASA4,2023-04-25,15.07509984,15.07509984,14.66330971,14.7975891,14.66330971,11355576.0
1462,TASA4,2023-04-26,14.69016558,14.99453221,14.63645383,14.7975891,14.86920477,8173587.0
1463,TASA4,2023-04-27,14.88710869,14.98558025,14.72597342,14.86920477,14.92291653,8989979.0
1464,TASA4,2023-04-28,15.03929201,15.43317823,14.94977241,15.25413903,15.30785079,18376097.0
1465,TASA4,2023-05-02,15.33353903,15.61444404,14.45207848,15.05263402,14.95577023,26026849.0
1466,TASA4,2023-05-03,15.0138885,15.23667524,14.63611969,14.88796556,14.76204263,7785685.0
1467,TASA4,2023-05-04,14.79110177,14.85890642,14.39396021,14.54894228,14.46176486,9360594.0
1468,TASA4,2023-05-05,14.52956952,14.98482936,14.490824,14.77172901,14.98482936,5378680.0
1469,TASA4,2023-05-08,15.0138885,15.256048,15.0138885,15.1107523,15.08169316,5573374.0
1470,TASA4,2023-05-09,15.12043868,15.45946197,15.04294764,15.28510713,15.23667524,6737806.0
1471,TASA4,2023-05-10,15.256048,15.50789387,15.23667524,15.42071644,15.46914835,5231563.0
1472,TASA4,2023-05-11,15.47883473,15.67256232,15.37228455,15.52726663,15.51758025,5452350.0
1473,TASA4,2023-05-12,15.54663939,15.67256232,15.42071644,15.54663939,15.60475766,4798683.0
1474,TASA4,2023-05-15,15.6822487,15.79848526,15.45946197,15.6338168,15.69193507,8993412.0
1475,TASA4,2023-05-16,14.33584192,14.36490106,13.26065378,13.67716811,13.26065378,59236109.0
1476,TASA4,2023-05-17,13.26065378,13.69654087,13.07661257,13.28002653,13.30908568,25504686.0
1477,TASA4,2023-05-18,13.30908568,14.17117347,13.30908568,13.8224638,14.15180071,19734602.0
1478,TASA4,2023-05-19,14.20023261,14.50051038,13.90964122,14.23897813,14.20023261,13750746.0
1479,TASA4,2023-05-22,14.31646916,14.490824,14.1130552,14.30678278,14.17117347,7226487.0
1480,TASA4,2023-05-23,14.20023261,14.41333296,13.93870036,14.17117347,14.12274158,7445568.0
1481,TASA4,2023-05-24,14.20023261,14.2970964,13.79340466,13.98713225,13.97744588,7661129.0
1482,TASA4,2023-05-25,13.97744588,14.37458744,13.94838674,14.07430967,14.03556415,9920190.0
1483,TASA4,2023-05-26,14.14211433,14.36490106,14.08399605,14.22929175,14.35521468,8738820.0
1484,TASA4,2023-05-29,14.40364659,14.89765194,14.39396021,14.69423798,14.83953366,8865082.0
1485,TASA4,2023-05-30,14.88796556,14.96545661,14.51019676,14.66517884,14.67486522,6760822.0
1486,TASA4,2023-05-31,14.74266987,14.80078815,14.28741002,14.46176486,14.42301934,13601302.0
1487,TASA4,2023-06-01,14.66517884,14.8685928,14.13242795,14.56831503,14.64580607,13969760.0
1488,TASA4,2023-06-02,14.73298349,15.00420212,14.63611969,14.82984729,14.63611969,10179309.0
1489,TASA4,2023-06-05,14.6845516,14.82016091,14.3455283,14.48113762,14.45207848,6955583.0
1490,TASA4,2023-06-06,14.43270572,14.81047453,14.38427383,14.62643331,14.59737417,7063740.0
1491,TASA4,2023-06-07,14.6845516,15.21730248,14.5392559,14.87827918,14.78141539,12250718.0
1492,TASA4,2023-06-09,14.81047453,15.50789387,14.58768779,15.05263402,14.8685928,38163796.0
1493,TASA4,2023-06-12,15.1107523,15.14949781,14.2970964,14.59737417,14.56831503,23234344.0
1494,TASA4,2023-06-13,14.63611969,14.76204263,14.13242795,14.43270572,14.41333296,21115675.0
1495,TASA4,2023-06-14,14.41333296,14.67486522,14.38427383,14.50051038,14.56831503,7783579.0
1496,TASA4,2023-06-15,14.55862865,14.71361073,14.48113762,14.63611969,14.65549246,7491134.0
1497,TASA4,2023-06-16,14.65549246,14.76204263,14.38427383,14.56831503,14.52956952,7418378.0
1498,TASA4,2023-06-19,14.65549246,14.65549246,14.47145124,14.5392559,14.57800141,4656180.0
1499,TASA4,2023-06-20,14.58768779,14.64580607,14.39396021,14.490824,14.46176486,6423905.0
1500,TASA4,2023-06-21,14.46176486,14.52956952,13.99681863,14.20991899,14.15180071,15380000.0
1501,TASA4,2023-06-22,14.22929175,14.35521468,14.00650501,14.14211433,14.14211433,8221349.0
1502,TASA4,2023-06-23,14.13242795,14.79110177,14.13242795,14.52956952,14.46176486,12314271.0
1503,TASA4,2023-06-26,14.52956952,14.66517884,14.36490106,14.48113762,14.41333296,6867908.0
1504,TASA4,2023-06-27,14.31646916,14.490824,14.09368243,14.20023261,14.20023261,6984448.0
1505,TASA4,2023-06-28,14.20023261,14.25835089,14.04525053,14.12274158,14.12274158,6723952.0
1506,TASA4,2023-06-29,14.15180071,14.3455283,14.00650501,14.21960537,14.23897813,5815146.0
1507,TASA4,2023-06-30,14.33584192,14.73298349,14.32615554,14.58768779,14.59737417,11846615.0
1508,TASA4,2023-07-03,14.72329711,15.00420212,14.58768779,14.82984729,14.77172901,9000950.0
1509,TASA4,2023-07-04,14.77172901,14.88796556,14.54894228,14.70392435,14.72329711,4364184.0
1510,TASA4,2023-07-05,14.6845516,15.0138885,14.61674693,14.85890642,14.81047453,7629513.0
1511,TASA4,2023-07-06,14.76204263,14.87827918,14.52956952,14.62643331,14.55862865,6585088.0
1512,TASA4,2023-07-07,14.69423798,14.93639747,14.52956952,14.70392435,14.57800141,7867517.0
1513,TASA4,2023-07-10,14.67486522,14.72329711,14.35521468,14.50051038,14.40364659,6244664.0
1514,TASA4,2023-07-11,14.41333296,14.48113762,14.21960537,14.32615554,14.36490106,8576916.0
1515,TASA4,2023-07-12,14.4423921,14.51988314,14.23897813,14.35521468,14.30678278,6172600.0
1516,TASA4,2023-07-13,14.36490106,14.40364659,14.20023261,14.27772364,14.23897813,6056144.0
1517,TASA4,2023-07-14,14.27772364,14.33584192,14.04525053,14.1130552,14.14211433,8638106.0
1518,TASA4,2023-07-17,14.20991899,14.22929175,14.03556415,14.13242795,14.18085985,7375566.0
1519,TASA4,2023-07-18,14.24866451,14.28741002,13.94838674,14.07430967,14.10336881,10343395.0
1520,TASA4,2023-07-19,14.12274158,14.14211433,13.94838674,14.02587777,14.13242795,7642876.0
1521,TASA4,2023-07-20,14.14211433,14.28741002,14.09368243,14.18085985,14.20023261,4952049.0
1522,TASA4,2023-07-21,14.19054623,14.20023261,13.85152294,13.99681863,14.02587777,17228466.0
1523,TASA4,2023-07-24,13.89995484,14.27772364,13.89995484,14.10336881,14.19054623,8565879.0
1524,TASA4,2023-07-25,14.23897813,14.46176486,14.19054623,14.30678278,14.24866451,8847001.0
1525,TASA4,2023-07-26,14.28741002,14.36490106,13.94838674,14.05493691,14.00650501,14989661.0
1526,TASA4,2023-07-27,14.02587777,14.19054623,13.98713225,14.06462329,14.10336881,9988250.0
1527,TASA4,2023-07-28,14.10336881,14.33584192,14.04525053,14.20991899,14.31646916,7652838.0
1528,TASA4,2023-07-31,14.31646916,14.51988314,14.30678278,14.38427383,14.38427383,7597374.0
1529,TASA4,2023-08-01,14.41333296,15.02357488,14.41333296,14.73298349,14.70392435,15939413.0
1530,TASA4,2023-08-02,14.78141539,15.0138885,14.77172901,14.8685928,14.81047453,8249926.0
1531,TASA4,2023-08-03,14.98482936,15.27542075,14.91702471,15.1107523,15.13981143,7812847.0
1532,TASA4,2023-08-04,15.1107523,15.4400892,15.1107523,15.27542075,15.2076161,8726776.0
1533,TASA4,2023-08-07,15.2076161,15.32385265,14.88796556,15.05263402,15.0623204,7008006.0
1534,TASA4,2023-08-08,14.93639747,15.12043868,14.71361073,14.87827918,14.75235625,6122744.0
1535,TASA4,2023-08-09,14.75235625,14.85890642,14.46176486,14.59737417,14.64580607,6557671.0
1536,TASA4,2023-08-10,14.62643331,14.65549246,14.43270572,14.52956952,14.54894228,6826403.0
1537,TASA4,2023-08-11,14.54894228,14.66517884,14.18085985,14.37458744,14.43270572,7649380.0
